item_id,cleanout_bag_id,category,donor_state,weight_grams,disposition,timestamp,evidence_id
TB-1652,TU-BAG-10146,Knitwear,NV,338,LISTED_RESALE,2026-09-02T05:42:00.000Z,RS-20952
TB-1653,TU-BAG-10147,Outerwear,IL,,LISTED_RESALE,2026-09-02T05:44:00.000Z,RS-20953
TB-1654,TU-BAG-10147,Tops,CA,158,REPAIRED,2026-09-02T05:46:00.000Z,RP-20954
TB-1655,TU-BAG-10148,Denim,CA,566,REPAIRED,2026-09-02T05:48:00.000Z,RP-20955
TB-1656,TU-BAG-10148,Accessories,CA,136,REPAIRED,2026-09-02T05:50:00.000Z,RP-20956
TB-1657,TU-BAG-10149,Accessories,CA,,REPAIRED,2026-09-02T05:52:00.000Z,RP-20957
TB-1658,TU-BAG-10149,Accessories,CA,102,LISTED_RESALE,2026-09-02T05:54:00.000Z,RS-20958
TB-1659,TU-BAG-10150,Knitwear,CA,300,REPAIRED,2026-09-02T05:56:00.000Z,RP-20959
TB-1660,TU-BAG-10150,Denim,CO,692,REPAIRED,2026-09-02T05:58:00.000Z,RP-20960
TB-1661,TU-BAG-10151,Accessories,CA,125,LANDFILL,2026-09-02T06:00:00.000Z,
TB-1662,TU-BAG-10151,Outerwear,CA,778,REPAIRED,2026-09-02T06:02:00.000Z,RP-20962
TB-1663,TU-BAG-10152,Denim,CA,690,DOWN_CYCLED_SHRED,2026-09-02T06:04:00.000Z,
TB-1664,TU-BAG-10152,Knitwear,CA,371,REPAIRED,2026-09-02T06:06:00.000Z,RP-20964
TB-1665,TU-BAG-10153,Accessories,,113,LISTED_RESALE,2026-09-02T06:08:00.000Z,RS-20965
TB-1666,TU-BAG-10153,Accessories,CA,144,REPAIRED,2026-09-02T06:10:00.000Z,RP-20966
TB-1667,TU-BAG-10154,Outerwear,,,LISTED_RESALE,2026-09-02T06:12:00.000Z,RS-20967
TB-1668,TU-BAG-10154,Knitwear,CA,,LISTED_RESALE,2026-09-02T06:14:00.000Z,RS-20968
TB-1669,TU-BAG-10155,Accessories,CA,101,LISTED_RESALE,2026-09-02T06:16:00.000Z,RS-20969
TB-1670,TU-BAG-10155,Knitwear,CA,,REPAIRED,2026-09-02T06:18:00.000Z,RP-20970
TB-1671,TU-BAG-10156,Knitwear,,,REPAIRED,2026-09-02T06:20:00.000Z,RP-20971
TB-1672,TU-BAG-10156,Knitwear,,402,REPAIRED,2026-09-02T06:22:00.000Z,RP-20972
TB-1673,TU-BAG-10157,Denim,CA,567,REPAIRED,2026-09-02T06:24:00.000Z,RP-20973
TB-1674,TU-BAG-10157,Knitwear,CA,366,UNVERIFIED_EXPORT,2026-09-02T06:26:00.000Z,
TB-1675,TU-BAG-10158,Denim,CA,643,LISTED_RESALE,2026-09-02T06:28:00.000Z,RS-20975
TB-1676,TU-BAG-10158,Tops,CA,,REPAIRED,2026-09-02T06:30:00.000Z,RP-20976
TB-1677,TU-BAG-10159,Tops,CA,,LISTED_RESALE,2026-09-02T06:32:00.000Z,RS-20977
TB-1678,TU-BAG-10159,Tops,CA,210,DOWN_CYCLED_SHRED,2026-09-02T06:34:00.000Z,
TB-1679,TU-BAG-10160,Accessories,CA,113,REPAIRED,2026-09-02T06:36:00.000Z,RP-20979
TB-1680,TU-BAG-10160,Tops,CA,210,REPAIRED,2026-09-02T06:38:00.000Z,RP-20980
TB-1681,TU-BAG-10161,Denim,CA,658,REPAIRED,2026-09-02T06:40:00.000Z,RP-20981
TB-1682,TU-BAG-10161,Outerwear,CA,,LISTED_RESALE,2026-09-02T06:42:00.000Z,RS-20982
TB-1683,TU-BAG-10162,Accessories,NY,,REPAIRED,2026-09-02T06:44:00.000Z,RP-20983
TB-1684,TU-BAG-10162,Outerwear,CA,964,DOWN_CYCLED_SHRED,2026-09-02T06:46:00.000Z,
TB-1685,TU-BAG-10163,Denim,CA,554,LANDFILL,2026-09-02T06:48:00.000Z,
TB-1686,TU-BAG-10163,Denim,CA,758,LANDFILL,2026-09-02T06:50:00.000Z,
TB-1687,TU-BAG-10164,Knitwear,,413,LISTED_RESALE,2026-09-02T06:52:00.000Z,RS-20987
TB-1688,TU-BAG-10164,Tops,CA,182,REPAIRED,2026-09-02T06:54:00.000Z,RP-20988
TB-1689,TU-BAG-10165,Outerwear,CA,736,REPAIRED,2026-09-02T06:56:00.000Z,RP-20989
TB-1690,TU-BAG-10165,Outerwear,CA,976,DOWN_CYCLED_SHRED,2026-09-02T06:58:00.000Z,
TB-1691,TU-BAG-10166,Tops,OR,190,LISTED_RESALE,2026-09-02T07:00:00.000Z,RS-20991
TB-1692,TU-BAG-10166,Accessories,CA,138,LISTED_RESALE,2026-09-02T07:02:00.000Z,RS-20992
TB-1693,TU-BAG-10167,Outerwear,CA,,LISTED_RESALE,2026-09-02T07:04:00.000Z,RS-20993
TB-1694,TU-BAG-10167,Accessories,CA,141,LISTED_RESALE,2026-09-02T07:06:00.000Z,RS-20994
TB-1695,TU-BAG-10168,Denim,GA,,DOWN_CYCLED_SHRED,2026-09-02T07:08:00.000Z,
TB-1696,TU-BAG-10168,Outerwear,CA,1041,REPAIRED,2026-09-02T07:10:00.000Z,RP-20996
TB-1697,TU-BAG-10169,Tops,CA,166,REPAIRED,2026-09-02T07:12:00.000Z,RP-20997
TB-1698,TU-BAG-10169,Accessories,CA,,REPAIRED,2026-09-02T07:14:00.000Z,RP-20998
TB-1699,TU-BAG-10170,Outerwear,CA,,REPAIRED,2026-09-02T07:16:00.000Z,RP-20999
TB-1700,TU-BAG-10170,Knitwear,CA,323,LISTED_RESALE,2026-09-02T07:18:00.000Z,RS-21000
TB-1701,TU-BAG-10171,Tops,CA,207,LISTED_RESALE,2026-09-02T07:20:00.000Z,RS-21001
TB-1702,TU-BAG-10171,Tops,CA,178,LISTED_RESALE,2026-09-02T07:22:00.000Z,RS-21002
TB-1703,TU-BAG-10172,Knitwear,GA,,REPAIRED,2026-09-02T07:24:00.000Z,RP-21003
TB-1704,TU-BAG-10172,Denim,CA,680,UNVERIFIED_EXPORT,2026-09-02T07:26:00.000Z,
TB-1705,TU-BAG-10173,Denim,CA,,REPAIRED,2026-09-02T07:28:00.000Z,RP-21005
TB-1706,TU-BAG-10173,Tops,TX,176,LISTED_RESALE,2026-09-02T07:30:00.000Z,RS-21006
TB-1707,TU-BAG-10174,Denim,GA,552,REPAIRED,2026-09-02T07:32:00.000Z,RP-21007
TB-1708,TU-BAG-10174,Knitwear,,,REPAIRED,2026-09-02T07:34:00.000Z,RP-21008
TB-1709,TU-BAG-10175,Outerwear,CA,953,LISTED_RESALE,2026-09-02T07:36:00.000Z,RS-21009
TB-1710,TU-BAG-10175,Accessories,CA,107,LANDFILL,2026-09-02T07:38:00.000Z,
TB-1711,TU-BAG-10176,Accessories,WA,134,LISTED_RESALE,2026-09-02T07:40:00.000Z,RS-21011
TB-1712,TU-BAG-10176,Knitwear,CA,,LISTED_RESALE,2026-09-02T07:42:00.000Z,RS-21012
TB-1713,TU-BAG-10177,Tops,CA,187,LISTED_RESALE,2026-09-02T07:44:00.000Z,RS-21013
TB-1714,TU-BAG-10177,Outerwear,CA,,DOWN_CYCLED_SHRED,2026-09-02T07:46:00.000Z,
TB-1715,TU-BAG-10178,Knitwear,CA,357,LISTED_RESALE,2026-09-02T07:48:00.000Z,RS-21015
TB-1716,TU-BAG-10178,Accessories,CA,143,UNVERIFIED_EXPORT,2026-09-02T07:50:00.000Z,
TB-1717,TU-BAG-10179,Accessories,CA,104,REPAIRED,2026-09-02T07:52:00.000Z,RP-21017
TB-1718,TU-BAG-10179,Outerwear,CA,1068,REPAIRED,2026-09-02T07:54:00.000Z,RP-21018
TB-1719,TU-BAG-10180,Outerwear,CA,945,REPAIRED,2026-09-02T07:56:00.000Z,RP-21019
TB-1720,TU-BAG-10180,Accessories,NV,108,LISTED_RESALE,2026-09-02T07:58:00.000Z,RS-21020
TB-1721,TU-BAG-10181,Accessories,GA,112,REPAIRED,2026-09-02T08:00:00.000Z,RP-21021
TB-1722,TU-BAG-10181,Outerwear,CA,881,LISTED_RESALE,2026-09-02T08:02:00.000Z,RS-21022
TB-1723,TU-BAG-10182,Knitwear,CA,400,LISTED_RESALE,2026-09-02T08:04:00.000Z,RS-21023
TB-1724,TU-BAG-10182,Accessories,CA,122,LISTED_RESALE,2026-09-02T08:06:00.000Z,RS-21024
TB-1725,TU-BAG-10183,Knitwear,CA,383,REPAIRED,2026-09-02T08:08:00.000Z,RP-21025
TB-1726,TU-BAG-10183,Outerwear,CA,823,LANDFILL,2026-09-02T08:10:00.000Z,
TB-1727,TU-BAG-10184,Accessories,CA,,LANDFILL,2026-09-02T08:12:00.000Z,
TB-1728,TU-BAG-10184,Tops,OR,186,REPAIRED,2026-09-02T08:14:00.000Z,RP-21028
TB-1729,TU-BAG-10185,Outerwear,,1022,REPAIRED,2026-09-02T08:16:00.000Z,RP-21029
TB-1730,TU-BAG-10185,Knitwear,CA,365,REPAIRED,2026-09-02T08:18:00.000Z,RP-21030
TB-1731,TU-BAG-10186,Knitwear,CA,347,REPAIRED,2026-09-02T08:20:00.000Z,RP-21031
TB-1732,TU-BAG-10186,Accessories,CA,139,UNVERIFIED_EXPORT,2026-09-02T08:22:00.000Z,
TB-1733,TU-BAG-10187,Accessories,CA,115,REPAIRED,2026-09-02T08:24:00.000Z,RP-21033
TB-1734,TU-BAG-10187,Accessories,CA,,REPAIRED,2026-09-02T08:26:00.000Z,RP-21034
TB-1735,TU-BAG-10188,Accessories,CA,115,LISTED_RESALE,2026-09-02T08:28:00.000Z,RS-21035
TB-1736,TU-BAG-10188,Accessories,CA,105,UNVERIFIED_EXPORT,2026-09-02T08:30:00.000Z,
TB-1737,TU-BAG-10189,Outerwear,,775,LISTED_RESALE,2026-09-02T08:32:00.000Z,RS-21037
TB-1738,TU-BAG-10189,Tops,CA,,REPAIRED,2026-09-02T08:34:00.000Z,RP-21038
TB-1739,TU-BAG-10190,Knitwear,CA,368,LISTED_RESALE,2026-09-02T08:36:00.000Z,RS-21039
TB-1740,TU-BAG-10190,Denim,CA,548,DOWN_CYCLED_SHRED,2026-09-02T08:38:00.000Z,
TB-1741,TU-BAG-10191,Outerwear,WA,759,UNVERIFIED_EXPORT,2026-09-02T08:40:00.000Z,
TB-1742,TU-BAG-10191,Tops,,157,LISTED_RESALE,2026-09-02T08:42:00.000Z,RS-21042
TB-1743,TU-BAG-10192,Outerwear,CA,,LISTED_RESALE,2026-09-02T08:44:00.000Z,RS-21043
TB-1744,TU-BAG-10192,Accessories,CA,,REPAIRED,2026-09-02T08:46:00.000Z,RP-21044
TB-1745,TU-BAG-10193,Outerwear,CA,1076,REPAIRED,2026-09-02T08:48:00.000Z,RP-21045
TB-1746,TU-BAG-10193,Outerwear,NV,948,LISTED_RESALE,2026-09-02T08:50:00.000Z,RS-21046
TB-1747,TU-BAG-10194,Knitwear,,381,LISTED_RESALE,2026-09-02T08:52:00.000Z,RS-21047
TB-1748,TU-BAG-10194,Accessories,CA,121,REPAIRED,2026-09-02T08:54:00.000Z,RP-21048
TB-1749,TU-BAG-10195,Accessories,,,REPAIRED,2026-09-02T08:56:00.000Z,RP-21049
TB-1750,TU-BAG-10195,Denim,IL,653,REPAIRED,2026-09-02T08:58:00.000Z,RP-21050
TB-1751,TU-BAG-10196,Accessories,FL,,LISTED_RESALE,2026-09-02T09:00:00.000Z,RS-21051
TB-1752,TU-BAG-10196,Denim,CO,777,REPAIRED,2026-09-02T09:02:00.000Z,RP-21052
TB-1753,TU-BAG-10197,Knitwear,CA,,LISTED_RESALE,2026-09-02T09:04:00.000Z,RS-21053
TB-1754,TU-BAG-10197,Knitwear,CA,398,LISTED_RESALE,2026-09-02T09:06:00.000Z,RS-21054
TB-1755,TU-BAG-10198,Outerwear,CA,1010,LISTED_RESALE,2026-09-02T09:08:00.000Z,RS-21055
TB-1756,TU-BAG-10198,Denim,CA,,REPAIRED,2026-09-02T09:10:00.000Z,RP-21056
TB-1757,TU-BAG-10199,Knitwear,,378,REPAIRED,2026-09-02T09:12:00.000Z,RP-21057
TB-1758,TU-BAG-10199,Denim,CA,601,LISTED_RESALE,2026-09-02T09:14:00.000Z,RS-21058
TB-1759,TU-BAG-10200,Outerwear,CA,1076,UNVERIFIED_EXPORT,2026-09-02T09:16:00.000Z,
TB-1760,TU-BAG-10200,Knitwear,GA,313,LISTED_RESALE,2026-09-02T09:18:00.000Z,RS-21060
TB-1761,TU-BAG-10201,Outerwear,FL,799,DOWN_CYCLED_SHRED,2026-09-02T09:20:00.000Z,
TB-1762,TU-BAG-10201,Tops,CA,149,LISTED_RESALE,2026-09-02T09:22:00.000Z,RS-21062
TB-1763,TU-BAG-10202,Knitwear,CA,349,LISTED_RESALE,2026-09-02T09:24:00.000Z,RS-21063
TB-1764,TU-BAG-10202,Knitwear,,418,REPAIRED,2026-09-02T09:26:00.000Z,RP-21064
TB-1765,TU-BAG-10203,Knitwear,CA,,REPAIRED,2026-09-02T09:28:00.000Z,RP-21065
TB-1766,TU-BAG-10203,Accessories,CA,122,UNVERIFIED_EXPORT,2026-09-02T09:30:00.000Z,
TB-1767,TU-BAG-10204,Tops,OR,,REPAIRED,2026-09-02T09:32:00.000Z,RP-21067
TB-1768,TU-BAG-10204,Outerwear,CA,751,DOWN_CYCLED_SHRED,2026-09-02T09:34:00.000Z,
TB-1769,TU-BAG-10205,Outerwear,CA,,REPAIRED,2026-09-02T09:36:00.000Z,RP-21069
TB-1770,TU-BAG-10205,Knitwear,CA,354,LISTED_RESALE,2026-09-02T09:38:00.000Z,RS-21070
TB-1771,TU-BAG-10206,Outerwear,CA,724,REPAIRED,2026-09-02T09:40:00.000Z,RP-21071
TB-1772,TU-BAG-10206,Denim,CA,621,REPAIRED,2026-09-02T09:42:00.000Z,RP-21072
TB-1773,TU-BAG-10207,Outerwear,CA,943,REPAIRED,2026-09-02T09:44:00.000Z,RP-21073
TB-1774,TU-BAG-10207,Knitwear,CA,283,REPAIRED,2026-09-02T09:46:00.000Z,RP-21074
TB-1775,TU-BAG-10208,Accessories,CA,100,REPAIRED,2026-09-02T09:48:00.000Z,RP-21075
TB-1776,TU-BAG-10208,Denim,CA,528,REPAIRED,2026-09-02T09:50:00.000Z,RP-21076
TB-1777,TU-BAG-10209,Tops,CA,,LISTED_RESALE,2026-09-02T09:52:00.000Z,RS-21077
TB-1778,TU-BAG-10209,Outerwear,CA,,LISTED_RESALE,2026-09-02T09:54:00.000Z,RS-21078
TB-1779,TU-BAG-10210,Accessories,CA,,REPAIRED,2026-09-02T09:56:00.000Z,RP-21079
TB-1780,TU-BAG-10210,Denim,AZ,609,REPAIRED,2026-09-02T09:58:00.000Z,RP-21080
TB-1781,TU-BAG-10211,Knitwear,CA,329,LISTED_RESALE,2026-09-02T10:00:00.000Z,RS-21081
TB-1782,TU-BAG-10211,Outerwear,CA,909,LANDFILL,2026-09-02T10:02:00.000Z,
TB-1783,TU-BAG-10212,Outerwear,GA,,REPAIRED,2026-09-02T10:04:00.000Z,RP-21083
TB-1784,TU-BAG-10212,Denim,,533,LISTED_RESALE,2026-09-02T10:06:00.000Z,RS-21084
TB-1785,TU-BAG-10213,Knitwear,CA,414,LANDFILL,2026-09-02T10:08:00.000Z,
TB-1786,TU-BAG-10213,Accessories,CA,109,REPAIRED,2026-09-02T10:10:00.000Z,RP-21086
TB-1787,TU-BAG-10214,Knitwear,CA,337,LISTED_RESALE,2026-09-02T10:12:00.000Z,RS-21087
TB-1788,TU-BAG-10214,Outerwear,CA,,REPAIRED,2026-09-02T10:14:00.000Z,RP-21088
TB-1789,TU-BAG-10215,Knitwear,CA,332,UNVERIFIED_EXPORT,2026-09-02T10:16:00.000Z,
TB-1790,TU-BAG-10215,Outerwear,CA,738,LISTED_RESALE,2026-09-02T10:18:00.000Z,RS-21090
TB-1791,TU-BAG-10216,Denim,CA,625,LISTED_RESALE,2026-09-02T10:20:00.000Z,RS-21091
TB-1792,TU-BAG-10216,Accessories,CA,135,REPAIRED,2026-09-02T10:22:00.000Z,RP-21092
TB-1793,TU-BAG-10217,Accessories,,143,LISTED_RESALE,2026-09-02T10:24:00.000Z,RS-21093
TB-1794,TU-BAG-10217,Tops,IL,174,DOWN_CYCLED_SHRED,2026-09-02T10:26:00.000Z,
TB-1795,TU-BAG-10218,Outerwear,CA,,REPAIRED,2026-09-02T10:28:00.000Z,RP-21095
TB-1796,TU-BAG-10218,Knitwear,CA,,REPAIRED,2026-09-02T10:30:00.000Z,RP-21096
TB-1797,TU-BAG-10219,Tops,OR,146,REPAIRED,2026-09-02T10:32:00.000Z,RP-21097
TB-1798,TU-BAG-10219,Tops,CA,195,LISTED_RESALE,2026-09-02T10:34:00.000Z,RS-21098
TB-1799,TU-BAG-10220,Tops,CA,191,LISTED_RESALE,2026-09-02T10:36:00.000Z,RS-21099
TB-1800,TU-BAG-10220,Tops,,,REPAIRED,2026-09-02T10:38:00.000Z,RP-21100
TB-1801,TU-BAG-10221,Knitwear,CA,364,REPAIRED,2026-09-02T10:40:00.000Z,RP-21101
TB-1802,TU-BAG-10221,Denim,,688,LISTED_RESALE,2026-09-02T10:42:00.000Z,RS-21102
TB-1803,TU-BAG-10222,Denim,CA,539,LISTED_RESALE,2026-09-02T10:44:00.000Z,RS-21103
TB-1804,TU-BAG-10222,Tops,TX,166,LISTED_RESALE,2026-09-02T10:46:00.000Z,RS-21104
TB-1805,TU-BAG-10223,Knitwear,,,REPAIRED,2026-09-02T10:48:00.000Z,RP-21105
TB-1806,TU-BAG-10223,Denim,CA,,REPAIRED,2026-09-02T10:50:00.000Z,RP-21106
TB-1807,TU-BAG-10224,Outerwear,CA,,LISTED_RESALE,2026-09-02T10:52:00.000Z,RS-21107
TB-1808,TU-BAG-10224,Tops,CA,201,REPAIRED,2026-09-02T10:54:00.000Z,RP-21108
TB-1809,TU-BAG-10225,Accessories,CA,131,UNVERIFIED_EXPORT,2026-09-02T10:56:00.000Z,
TB-1810,TU-BAG-10225,Knitwear,CA,,REPAIRED,2026-09-02T10:58:00.000Z,RP-21110
TB-1811,TU-BAG-10226,Outerwear,CA,1047,LISTED_RESALE,2026-09-02T11:00:00.000Z,RS-21111
TB-1812,TU-BAG-10226,Denim,AZ,687,LISTED_RESALE,2026-09-02T11:02:00.000Z,RS-21112
TB-1813,TU-BAG-10227,Denim,,715,LISTED_RESALE,2026-09-02T11:04:00.000Z,RS-21113
TB-1814,TU-BAG-10227,Knitwear,CO,396,REPAIRED,2026-09-02T11:06:00.000Z,RP-21114
TB-1815,TU-BAG-10228,Accessories,CA,138,LISTED_RESALE,2026-09-02T11:08:00.000Z,RS-21115
TB-1816,TU-BAG-10228,Accessories,CA,141,LISTED_RESALE,2026-09-02T11:10:00.000Z,RS-21116
TB-1817,TU-BAG-10229,Knitwear,GA,295,LISTED_RESALE,2026-09-02T11:12:00.000Z,RS-21117
TB-1818,TU-BAG-10229,Outerwear,CA,962,LANDFILL,2026-09-02T11:14:00.000Z,
TB-1819,TU-BAG-10230,Outerwear,CA,953,UNVERIFIED_EXPORT,2026-09-02T11:16:00.000Z,
TB-1820,TU-BAG-10230,Accessories,CO,,REPAIRED,2026-09-02T11:18:00.000Z,RP-21120
TB-1821,TU-BAG-10231,Tops,IL,,LISTED_RESALE,2026-09-02T11:20:00.000Z,RS-21121
TB-1822,TU-BAG-10231,Outerwear,CA,949,LISTED_RESALE,2026-09-02T11:22:00.000Z,RS-21122
TB-1823,TU-BAG-10232,Denim,AZ,718,LISTED_RESALE,2026-09-02T11:24:00.000Z,RS-21123
TB-1824,TU-BAG-10232,Outerwear,CA,751,REPAIRED,2026-09-02T11:26:00.000Z,RP-21124
TB-1825,TU-BAG-10233,Denim,OR,654,UNVERIFIED_EXPORT,2026-09-02T11:28:00.000Z,
TB-1826,TU-BAG-10233,Accessories,CA,101,REPAIRED,2026-09-02T11:30:00.000Z,RP-21126
TB-1827,TU-BAG-10234,Knitwear,CA,393,REPAIRED,2026-09-02T11:32:00.000Z,RP-21127
TB-1828,TU-BAG-10234,Knitwear,CA,373,LISTED_RESALE,2026-09-02T11:34:00.000Z,RS-21128
TB-1829,TU-BAG-10235,Accessories,CA,140,REPAIRED,2026-09-02T11:36:00.000Z,RP-21129
TB-1830,TU-BAG-10235,Tops,CA,206,LISTED_RESALE,2026-09-02T11:38:00.000Z,RS-21130
TB-1831,TU-BAG-10236,Outerwear,,,REPAIRED,2026-09-02T11:40:00.000Z,RP-21131
TB-1832,TU-BAG-10236,Tops,FL,199,LISTED_RESALE,2026-09-02T11:42:00.000Z,RS-21132
TB-1833,TU-BAG-10237,Accessories,CA,,REPAIRED,2026-09-02T11:44:00.000Z,RP-21133
TB-1834,TU-BAG-10237,Knitwear,,402,LISTED_RESALE,2026-09-02T11:46:00.000Z,RS-21134
TB-1835,TU-BAG-10238,Knitwear,CA,321,LANDFILL,2026-09-02T11:48:00.000Z,
TB-1836,TU-BAG-10238,Knitwear,CO,387,REPAIRED,2026-09-02T11:50:00.000Z,RP-21136
TB-1837,TU-BAG-10239,Knitwear,,,LISTED_RESALE,2026-09-02T11:52:00.000Z,RS-21137
TB-1838,TU-BAG-10239,Outerwear,CA,757,LISTED_RESALE,2026-09-02T11:54:00.000Z,RS-21138
TB-1839,TU-BAG-10240,Knitwear,CA,,LANDFILL,2026-09-02T11:56:00.000Z,
TB-1840,TU-BAG-10240,Tops,CA,155,LISTED_RESALE,2026-09-02T11:58:00.000Z,RS-21140
TB-1841,TU-BAG-10241,Knitwear,CA,316,LISTED_RESALE,2026-09-02T12:00:00.000Z,RS-21141
TB-1842,TU-BAG-10241,Outerwear,CA,959,DOWN_CYCLED_SHRED,2026-09-02T12:02:00.000Z,
TB-1843,TU-BAG-10242,Tops,CA,178,LISTED_RESALE,2026-09-02T12:04:00.000Z,RS-21143
TB-1844,TU-BAG-10242,Denim,,551,LISTED_RESALE,2026-09-02T12:06:00.000Z,RS-21144
TB-1845,TU-BAG-10243,Accessories,CA,100,LANDFILL,2026-09-02T12:08:00.000Z,
TB-1846,TU-BAG-10243,Denim,,,LISTED_RESALE,2026-09-02T12:10:00.000Z,RS-21146
TB-1847,TU-BAG-10244,Denim,CA,596,REPAIRED,2026-09-02T12:12:00.000Z,RP-21147
TB-1848,TU-BAG-10244,Outerwear,CA,862,REPAIRED,2026-09-02T12:14:00.000Z,RP-21148
TB-1849,TU-BAG-10245,Outerwear,CA,841,UNVERIFIED_EXPORT,2026-09-02T12:16:00.000Z,
TB-1850,TU-BAG-10245,Tops,NY,170,LISTED_RESALE,2026-09-02T12:18:00.000Z,RS-21150
TB-1851,TU-BAG-10246,Knitwear,OR,372,REPAIRED,2026-09-02T12:20:00.000Z,RP-21151
TB-1852,TU-BAG-10246,Denim,,,REPAIRED,2026-09-02T12:22:00.000Z,RP-21152
TB-1853,TU-BAG-10247,Denim,,611,LISTED_RESALE,2026-09-02T12:24:00.000Z,RS-21153
TB-1854,TU-BAG-10247,Knitwear,CA,,LISTED_RESALE,2026-09-02T12:26:00.000Z,RS-21154
TB-1855,TU-BAG-10248,Tops,CA,151,REPAIRED,2026-09-02T12:28:00.000Z,RP-21155
TB-1856,TU-BAG-10248,Outerwear,,,REPAIRED,2026-09-02T12:30:00.000Z,RP-21156
TB-1857,TU-BAG-10249,Denim,WA,613,REPAIRED,2026-09-02T12:32:00.000Z,RP-21157
TB-1858,TU-BAG-10249,Outerwear,CA,996,REPAIRED,2026-09-02T12:34:00.000Z,RP-21158
TB-1859,TU-BAG-10250,Tops,NY,203,REPAIRED,2026-09-02T12:36:00.000Z,RP-21159
TB-1860,TU-BAG-10250,Outerwear,IL,,REPAIRED,2026-09-02T12:38:00.000Z,RP-21160
TB-1861,TU-BAG-10251,Tops,,166,LISTED_RESALE,2026-09-02T12:40:00.000Z,RS-21161
TB-1862,TU-BAG-10251,Denim,CA,655,REPAIRED,2026-09-02T12:42:00.000Z,RP-21162
TB-1863,TU-BAG-10252,Denim,,724,REPAIRED,2026-09-02T12:44:00.000Z,RP-21163
TB-1864,TU-BAG-10252,Accessories,CA,,REPAIRED,2026-09-02T12:46:00.000Z,RP-21164
TB-1865,TU-BAG-10253,Denim,CA,535,LISTED_RESALE,2026-09-02T12:48:00.000Z,RS-21165
TB-1866,TU-BAG-10253,Knitwear,CA,390,LANDFILL,2026-09-02T12:50:00.000Z,
TB-1867,TU-BAG-10254,Knitwear,CA,,LISTED_RESALE,2026-09-02T12:52:00.000Z,RS-21167
TB-1868,TU-BAG-10254,Tops,CA,,REPAIRED,2026-09-02T12:54:00.000Z,RP-21168
TB-1869,TU-BAG-10255,Accessories,CA,131,REPAIRED,2026-09-02T12:56:00.000Z,RP-21169
TB-1870,TU-BAG-10255,Denim,CA,620,LISTED_RESALE,2026-09-02T12:58:00.000Z,RS-21170
TB-1871,TU-BAG-10256,Tops,CA,214,LISTED_RESALE,2026-09-02T13:00:00.000Z,RS-21171
TB-1872,TU-BAG-10256,Tops,CA,166,LISTED_RESALE,2026-09-02T13:02:00.000Z,RS-21172
TB-1873,TU-BAG-10257,Knitwear,CO,,DOWN_CYCLED_SHRED,2026-09-02T13:04:00.000Z,
TB-1874,TU-BAG-10257,Accessories,CA,134,REPAIRED,2026-09-02T13:06:00.000Z,RP-21174
TB-1875,TU-BAG-10258,Tops,CA,153,REPAIRED,2026-09-02T13:08:00.000Z,RP-21175
TB-1876,TU-BAG-10258,Knitwear,CA,356,REPAIRED,2026-09-02T13:10:00.000Z,RP-21176
TB-1877,TU-BAG-10259,Knitwear,CA,410,LISTED_RESALE,2026-09-02T13:12:00.000Z,RS-21177
TB-1878,TU-BAG-10259,Knitwear,CA,306,REPAIRED,2026-09-02T13:14:00.000Z,RP-21178
TB-1879,TU-BAG-10260,Denim,AZ,565,REPAIRED,2026-09-02T13:16:00.000Z,RP-21179
TB-1880,TU-BAG-10260,Tops,TX,,DOWN_CYCLED_SHRED,2026-09-02T13:18:00.000Z,
TB-1881,TU-BAG-10261,Denim,CA,584,LISTED_RESALE,2026-09-02T13:20:00.000Z,RS-21181
TB-1882,TU-BAG-10261,Tops,CA,,REPAIRED,2026-09-02T13:22:00.000Z,RP-21182
TB-1883,TU-BAG-10262,Denim,CA,674,LISTED_RESALE,2026-09-02T13:24:00.000Z,RS-21183
TB-1884,TU-BAG-10262,Denim,CA,,REPAIRED,2026-09-02T13:26:00.000Z,RP-21184
TB-1885,TU-BAG-10263,Denim,CA,,LISTED_RESALE,2026-09-02T13:28:00.000Z,RS-21185
TB-1886,TU-BAG-10263,Outerwear,WA,871,LISTED_RESALE,2026-09-02T13:30:00.000Z,RS-21186
TB-1887,TU-BAG-10264,Denim,,737,LISTED_RESALE,2026-09-02T13:32:00.000Z,RS-21187
TB-1888,TU-BAG-10264,Denim,OR,544,LISTED_RESALE,2026-09-02T13:34:00.000Z,RS-21188
TB-1889,TU-BAG-10265,Outerwear,WA,907,LISTED_RESALE,2026-09-02T13:36:00.000Z,RS-21189
TB-1890,TU-BAG-10265,Denim,CA,533,LISTED_RESALE,2026-09-02T13:38:00.000Z,RS-21190
TB-1891,TU-BAG-10266,Tops,CA,148,LISTED_RESALE,2026-09-02T13:40:00.000Z,RS-21191
TB-1892,TU-BAG-10266,Denim,,,LISTED_RESALE,2026-09-02T13:42:00.000Z,RS-21192
TB-1893,TU-BAG-10267,Knitwear,,412,LISTED_RESALE,2026-09-02T13:44:00.000Z,RS-21193
TB-1894,TU-BAG-10267,Knitwear,CA,360,LISTED_RESALE,2026-09-02T13:46:00.000Z,RS-21194
TB-1895,TU-BAG-10268,Outerwear,CA,972,LANDFILL,2026-09-02T13:48:00.000Z,
TB-1896,TU-BAG-10268,Outerwear,CA,800,LISTED_RESALE,2026-09-02T13:50:00.000Z,RS-21196
